Nb_peptide,Time_mean,Time_sd,Time_t_test_mean,Time_t_test_sd,Time_multi_mean,Time_multi_sd,Time_lima_mean,Time_lima_sd
10,0.0146941900253296,0.006513014171236107,0.0247171401977539,0.014823683796907251,0.217686676979065,0.13486473652483125,0.0271230936050415,0.018432509754176644
100,0.052043604850769,0.032989965756365966,0.0685992956161499,0.07786480205284875,0.201908731460571,0.08466446067855318,0.044143009185791,0.01995624079602188
1000,0.260083532333374,0.022209323485733665,0.243480086326599,0.056829014759101376,0.950869202613831,0.4243976560599115,0.0876377582550049,0.0320198764113794
10000,3.17601692676544,0.9916808387870814,2.64391610622406,0.7913902646825425,249.177315759659,27.507272103921697,9.10349094867706,6.341524420140341
